StudentID,Age,Gender,County,Program,ProgramType,LearningMode,EducationLevel,EmploymentStatus,PaymentPlan,DeviceType,InternetQuality,PreviousCodingExperienceYears,WeeklyStudyHours,AttendanceRatePercent,AssignmentsSubmitted,AssignmentsLate,AverageQuizScore,AverageProjectScore,ForumPosts,MentorSessionsAttended,GitHubCommits,ProjectsCompleted,PreferredProgrammingLanguage,CareerGoal,AdmissionSource,ProjectCategory,MonthlyFeePaidKES,OutstandingBalanceKES,ScholarshipPercent,DaysSinceLastLogin,LoginFrequencyPerWeek,VideoLessonsWatched,LabCompletionRatePercent,PeerCollaborationScore,CommunicationScore,ProblemSolvingScore,ConfidenceLevel1To10,EngagementLevel,AttendanceStatus,DropoutRiskLevel,FinalClusterHint
STU-0372,34,Female,Kakamega,Full Stack JavaScript,Bootcamp,Hybrid,Degree,Employed,Full Payment,Laptop,Average,0.0,33,83,16,1,79,95,12,4,134,3,Kotlin,Get a tech job,Event,Data Dashboard,26879,3121,0,2,10,25,92,5,4,8,6,High,Consistent,Low,High Performer
STU-0373,31,Male,Kajiado,Software Engineering,Diploma,Online,Postgraduate,Unemployed,Full Payment,Desktop,Good,4.1,10,58,16,1,27,30,13,1,13,0,Kotlin,Upskill current job,Google Search,Design Prototype,4420,22580,10,22,4,107,50,6,8,3,9,Medium,Moderate,High,Struggling Learner
STU-0374,28,Female,Nakuru,Data Science,Certificate,Hybrid,Postgraduate,Self-employed,Full Payment,Desktop,Good,4.1,22,90,4,4,51,67,33,2,56,1,JavaScript,Upskill current job,TikTok,Mobile App,24126,23874,20,3,8,22,83,1,1,5,5,Medium,Consistent,Low,Career Switcher
STU-0375,21,Male,Machakos,UI/UX Design,Certificate,Hybrid,High School,Employed,Full Payment,Laptop,Average,0,4,46,20,0,61,45,10,1,35,1,Kotlin,Academic research,Google Search,Mobile App,14708,12292,10,7,4,6,46,4,2,7,2,Low,Irregular,Medium,Casual Learner
STU-0376,42,Male,Nakuru,Blockchain Development,Bootcamp,Physical,Degree,Employed,Installments,Laptop,Excellent,3.4,5,75,12,1,71,68,6,11,58,2,Java,Freelance,WhatsApp,Data Dashboard,46231,13769,0,7,2,56,70,10,2,6,4,Low,Moderate,Low,Casual Learner
STU-0377,33,Female,Mombasa,Blockchain Development,Bootcamp,Online,Degree,Employed,Installments,Smartphone,Poor,2.6,22,87,7,9,75,82,30,7,53,4,Dart,Upskill current job,Referral,Blockchain App,27463,13037,10,1,11,114,85,4,10,9,8,Very High,Consistent,Low,High Performer
STU-0378,37,Female,Machakos,Mobile App Development,Certificate,Hybrid,Diploma,Self-employed,Installments,Smartphone,Good,0.7,2,46,11,7,53,36,7,1,4,1,Python,Academic research,TikTok,Data Dashboard,59199,801,20,20,0,75,40,3,6,5,8,Low,Irregular,Medium,Struggling Learner
STU-0379,23,Male,Kakamega,UI/UX Design,Certificate,Online,High School,Employed,Sponsored,Laptop,Good,3.1,9,48,10,2,54,34,34,9,33,0,Kotlin,Upskill current job,Instagram,Mobile App,58572,1428,20,18,1,59,37,5,1,6,5,Low,Irregular,Medium,Struggling Learner
STU-0380,17,Male,Nakuru,Mobile App Development,Certificate,Hybrid,Degree,Employed,Partial Scholarship,Laptop,Excellent,3.8,29,86,13,3,79,93,15,13,86,4,C++,Build startup,TikTok,Data Dashboard,16352,4648,30,3,7,49,81,4,5,8,7,Very High,Consistent,Low,High Performer
STU-0381,38,Female,Machakos,AI & Machine Learning,Diploma,Online,High School,Self-employed,Installments,Desktop,Good,1.7,16,89,16,3,59,54,27,9,58,3,Java,Build startup,Event,Design Prototype,92714,3286,20,1,5,26,77,5,4,4,2,High,Consistent,Low,Career Switcher
STU-0382,39,Female,Kajiado,Robotics,Diploma,Online,High School,Self-employed,Partial Scholarship,Desktop,Excellent,3.0,9,71,19,0,56,56,37,6,10,1,Kotlin,Get a tech job,School Visit,Web App,42140,2860,50,6,6,90,62,2,8,7,10,Medium,Moderate,Low,Casual Learner
STU-0383,42,Male,Nyeri,Blockchain Development,Bootcamp,Online,Diploma,Self-employed,Installments,Desktop,Good,2.4,30,96,18,0,93,94,1,10,54,6,Java,Freelance,TikTok,AI Model,50736,9264,0,3,5,47,88,5,7,8,8,High,Consistent,Low,High Performer
STU-0384,42,Male,Machakos,Robotics,Diploma,Physical,Degree,Employed,Full Payment,Desktop,Good,0,22,89,15,4,66,94,14,5,134,3,Kotlin,Build startup,Instagram,Design Prototype,56177,24823,10,7,4,111,91,2,2,10,6,High,Consistent,Medium,Practical Builder
STU-0385,28,Female,Eldoret,Robotics,Diploma,Hybrid,Diploma,Employed,Installments,Laptop,Good,3.3,9,59,7,11,31,45,21,8,4,0,Java,Build startup,Google Search,Design Prototype,70209,1791,20,9,0,50,54,3,7,2,5,Medium,Moderate,High,Struggling Learner
STU-0386,24,Male,Kakamega,Software Engineering,Diploma,Hybrid,High School,Unemployed,Full Payment,Desktop,Average,0.3,15,73,18,2,59,50,35,9,52,2,Java,Freelance,Google Search,AI Model,19544,32956,30,1,8,29,64,3,9,7,10,High,Moderate,Medium,Career Switcher
STU-0387,24,Female,Meru,Full Stack JavaScript,Bootcamp,Physical,Diploma,Self-employed,Partial Scholarship,Smartphone,Average,0.8,20,92,18,1,80,84,36,13,55,1,JavaScript,Get a tech job,School Visit,Data Dashboard,72014,2986,0,10,3,11,92,10,8,10,10,High,Consistent,Low,Career Switcher
STU-0388,37,Male,Machakos,UI/UX Design,Certificate,Physical,Diploma,Student,Installments,Laptop,Good,1.3,1,63,14,1,51,47,36,12,8,1,Java,Academic research,Referral,Design Prototype,67976,22024,0,13,3,117,61,7,3,5,1,Medium,Moderate,High,Struggling Learner
STU-0389,36,Male,Meru,Data Science,Certificate,Physical,Diploma,Employed,Full Payment,Laptop,Good,1.9,11,52,9,5,61,47,11,1,11,4,JavaScript,Build startup,Instagram,Blockchain App,11142,18858,0,15,4,44,50,3,7,6,8,Medium,Irregular,Medium,Casual Learner
STU-0390,27,Female,Kiambu,Data Science,Certificate,Physical,High School,Student,Partial Scholarship,Laptop,Average,2.3,32,82,9,2,75,88,12,10,143,5,JavaScript,Academic research,Instagram,IoT Project,10960,4040,50,0,14,84,90,3,9,8,6,Very High,Consistent,Low,High Performer
STU-0391,31,Male,Meru,AI & Machine Learning,Diploma,Online,Postgraduate,Student,Installments,Smartphone,Excellent,1.7,22,78,11,9,56,72,9,9,38,5,JavaScript,Freelance,TikTok,Mobile App,19741,76259,20,9,3,48,79,9,7,8,2,Medium,Moderate,Medium,Career Switcher
STU-0392,23,Female,Nairobi,Robotics,Diploma,Physical,Postgraduate,Student,Partial Scholarship,Laptop,Good,0.8,17,85,16,3,84,62,25,6,51,3,Kotlin,Freelance,Google Search,Design Prototype,26951,21049,20,3,5,53,66,8,1,9,2,Medium,Consistent,Medium,Career Switcher
STU-0393,41,Male,Meru,Mobile App Development,Certificate,Hybrid,Diploma,Student,Installments,Laptop,Excellent,0,12,46,18,2,43,75,33,13,24,4,C++,Freelance,Referral,Blockchain App,68137,6863,0,9,3,27,66,6,1,5,2,Low,Irregular,Medium,Casual Learner
STU-0394,32,Male,Nyeri,Cybersecurity,Certificate,Physical,High School,Student,Partial Scholarship,Laptop,Good,1.0,8,75,9,2,71,61,38,3,64,2,Kotlin,Get a tech job,Google Search,Design Prototype,77840,6160,30,6,8,84,66,7,10,7,4,High,Moderate,Low,Career Switcher
STU-0395,29,Female,Kisumu,Cloud Computing,Certificate,Hybrid,Postgraduate,Self-employed,Installments,Laptop,Average,1.0,7,49,18,1,47,48,43,11,15,4,Python,Upskill current job,Event,Mobile App,21799,68201,0,5,2,93,51,5,9,5,5,Medium,Irregular,Low,Casual Learner
STU-0396,34,Female,Kisumu,Data Science,Certificate,Online,High School,Unemployed,Installments,Laptop,Poor,0.1,12,89,13,0,77,95,42,14,38,3,Java,Build startup,Instagram,Data Dashboard,13204,16796,0,6,8,69,88,4,6,7,10,High,Consistent,Low,Practical Builder
STU-0397,37,Male,Kajiado,Cybersecurity,Certificate,Physical,Degree,Student,Full Payment,Laptop,Average,1.4,4,63,6,10,53,38,4,6,35,0,Python,Build startup,Referral,Data Dashboard,16317,43683,0,11,4,71,57,1,10,4,6,Medium,Moderate,Medium,Struggling Learner
STU-0398,35,Male,Kajiado,Software Engineering,Diploma,Hybrid,High School,Employed,Sponsored,Laptop,Good,1.2,31,100,18,2,95,90,16,5,117,8,C++,Build startup,Google Search,AI Model,16364,43636,0,3,12,86,99,8,3,10,9,High,Consistent,Low,High Performer
STU-0399,28,Male,Kajiado,AI & Machine Learning,Diploma,Hybrid,Diploma,Student,Installments,Desktop,Good,1.7,13,73,12,5,75,76,20,10,68,4,C++,Academic research,Instagram,Data Dashboard,75975,44025,0,8,5,56,68,9,4,7,4,High,Moderate,Medium,Career Switcher
STU-0400,41,Female,Machakos,UI/UX Design,Certificate,Physical,Diploma,Unemployed,Full Payment,Laptop,Good,2.9,23,66,11,7,61,76,1,11,73,6,JavaScript,Build startup,Google Search,AI Model,15485,16014,30,2,9,31,73,10,3,7,10,Very High,Moderate,Medium,Practical Builder
STU-0401,24,Male,Eldoret,Robotics,Diploma,Online,High School,Student,Sponsored,Laptop,Poor,1.8,13,82,13,5,62,59,45,2,42,3,Dart,Upskill current job,TikTok,IoT Project,10152,30348,10,2,4,42,70,2,9,6,3,High,Consistent,Medium,Career Switcher
STU-0402,37,Female,Kisii,UI/UX Design,Certificate,Hybrid,Diploma,Student,Installments,Laptop,Average,1.1,6,69,10,7,70,57,1,7,35,2,Java,Upskill current job,TikTok,Web App,7941,22059,0,3,5,90,71,6,6,5,6,Medium,Moderate,Medium,Casual Learner
STU-0403,37,Female,Nakuru,Cybersecurity,Certificate,Hybrid,High School,Self-employed,Installments,Desktop,Poor,2.6,24,88,6,10,91,86,15,11,178,3,C++,Upskill current job,WhatsApp,Web App,41824,176,30,3,10,44,85,8,7,9,1,High,Consistent,Low,High Performer
STU-0404,34,Male,Mombasa,Full Stack JavaScript,Bootcamp,Hybrid,High School,Student,Installments,Laptop,Average,0.6,18,87,11,5,67,80,16,8,76,6,Java,Academic research,Referral,Web App,100158,19842,0,6,9,29,89,5,5,6,8,Very High,Consistent,Medium,Practical Builder
STU-0405,42,Male,Kisumu,AI & Machine Learning,Diploma,Online,Degree,Student,Full Payment,Tablet,Good,1.6,26,84,11,2,79,96,12,14,162,8,JavaScript,Get a tech job,WhatsApp,Web App,27478,10022,50,2,6,100,82,3,2,7,1,High,Consistent,Low,High Performer
STU-0406,27,Male,Eldoret,Cloud Computing,Certificate,Hybrid,Postgraduate,Employed,Installments,Desktop,Good,1.4,15,71,8,11,82,50,4,3,25,2,C++,Freelance,TikTok,Data Dashboard,24021,23979,20,4,4,28,60,4,3,8,10,Medium,Moderate,Low,Career Switcher
STU-0407,28,Male,Meru,Mobile App Development,Certificate,Online,Degree,Self-employed,Sponsored,Laptop,Poor,0.2,10,50,12,5,68,45,28,5,52,1,JavaScript,Build startup,School Visit,Mobile App,47963,37,20,13,5,100,52,6,8,6,8,Medium,Irregular,Low,Casual Learner
STU-0408,39,Female,Kajiado,Software Engineering,Diploma,Physical,Postgraduate,Self-employed,Partial Scholarship,Tablet,Excellent,3.4,8,53,8,6,29,29,23,0,24,1,JavaScript,Freelance,Instagram,Mobile App,14477,15523,0,7,1,60,36,3,10,2,4,Medium,Irregular,High,Struggling Learner
STU-0409,32,Female,Mombasa,Software Engineering,Diploma,Online,Degree,Employed,Full Payment,Laptop,Average,0,1,47,12,8,26,24,31,12,20,2,Dart,Upskill current job,School Visit,Web App,17388,24612,30,22,4,32,38,8,1,3,3,Medium,Irregular,Medium,Struggling Learner
STU-0410,21,Female,Machakos,Blockchain Development,Bootcamp,Hybrid,Diploma,Self-employed,Installments,Laptop,Poor,2.6,17,71,16,2,65,92,44,3,59,4,JavaScript,Upskill current job,School Visit,Data Dashboard,75719,14281,0,7,7,120,75,6,10,7,10,Very High,Moderate,Medium,Practical Builder
STU-0411,27,Male,Kajiado,Software Engineering,Diploma,Hybrid,Degree,Student,Installments,Laptop,Excellent,3.6,28,88,16,0,83,82,20,5,138,3,Dart,Academic research,TikTok,Design Prototype,53324,676,10,3,8,110,94,8,9,8,5,High,Consistent,Low,High Performer
STU-0412,36,Male,Nakuru,Cybersecurity,Certificate,Hybrid,Diploma,Self-employed,Full Payment,Laptop,Good,0.8,12,76,15,3,63,59,9,7,52,1,JavaScript,Academic research,Google Search,AI Model,16126,13874,0,1,7,85,69,9,3,8,6,High,Moderate,Low,Career Switcher
STU-0413,35,Male,Machakos,AI & Machine Learning,Diploma,Hybrid,High School,Student,Partial Scholarship,Laptop,Average,0.6,7,45,6,11,45,31,45,11,20,2,C++,Build startup,Referral,Design Prototype,6932,17068,20,8,2,21,43,2,2,3,3,Medium,Irregular,Medium,Struggling Learner
STU-0414,28,Female,Kiambu,Full Stack JavaScript,Bootcamp,Physical,High School,Unemployed,Installments,Laptop,Average,3.6,19,69,10,0,85,55,41,10,41,4,JavaScript,Build startup,School Visit,AI Model,23842,6158,0,3,2,76,52,1,4,9,1,High,Moderate,Low,Career Switcher
STU-0415,29,Female,Nairobi,Full Stack JavaScript,Bootcamp,Physical,Degree,Unemployed,Full Payment,Desktop,Average,2.4,23,100,19,0,90,78,25,3,134,8,JavaScript,Build startup,Event,IoT Project,52582,37418,0,0,14,24,96,1,10,9,5,Very High,Consistent,Low,High Performer
STU-0416,27,Male,Machakos,Mobile App Development,Certificate,Hybrid,Postgraduate,Student,Installments,Laptop,Average,1.9,18,92,10,9,75,63,19,13,38,1,Dart,Freelance,TikTok,IoT Project,14326,6674,30,1,5,93,74,10,5,7,8,Medium,Consistent,Low,Career Switcher
STU-0417,26,Male,Kisumu,Software Engineering,Diploma,Hybrid,Degree,Employed,Installments,Desktop,Good,0.2,11,75,5,1,58,70,0,4,47,2,JavaScript,Upskill current job,WhatsApp,AI Model,9990,20010,0,5,5,5,72,8,7,6,2,Low,Moderate,Low,Casual Learner
STU-0418,25,Female,Kakamega,Data Science,Certificate,Online,High School,Student,Installments,Laptop,Excellent,1.9,20,73,19,1,57,51,17,0,75,2,Python,Get a tech job,Google Search,Data Dashboard,19610,7390,10,1,2,94,70,8,2,5,4,Medium,Moderate,Low,Career Switcher
STU-0419,30,Male,Nairobi,Robotics,Diploma,Physical,High School,Student,Partial Scholarship,Smartphone,Good,1.3,18,71,12,0,62,92,18,5,87,2,Java,Academic research,School Visit,Mobile App,31941,13059,0,0,9,16,90,6,8,9,9,Very High,Moderate,Medium,Practical Builder
STU-0420,40,Female,Kajiado,Full Stack JavaScript,Bootcamp,Online,Postgraduate,Self-employed,Installments,Laptop,Average,0.6,20,91,12,5,84,76,41,7,61,4,Dart,Build startup,Event,Design Prototype,79076,40924,0,2,6,62,90,3,1,9,9,High,Consistent,Low,Career Switcher
STU-0421,21,Male,Kisii,Blockchain Development,Bootcamp,Physical,Postgraduate,Student,Partial Scholarship,Laptop,Good,0.5,3,39,11,9,41,51,22,11,7,1,Dart,Get a tech job,Google Search,Mobile App,109104,10896,0,30,2,57,38,4,8,4,4,Medium,Irregular,High,Struggling Learner
STU-0422,39,Female,Kisumu,Data Science,Certificate,Hybrid,Degree,Employed,Installments,Laptop,Good,1.0,16,91,18,0,78,84,27,5,92,8,Kotlin,Academic research,School Visit,Data Dashboard,24538,50462,0,0,6,89,90,1,10,9,6,Very High,Consistent,Low,High Performer
STU-0423,35,Male,Kakamega,Blockchain Development,Bootcamp,Physical,High School,Unemployed,Installments,Laptop,Good,2.4,2,52,12,8,42,51,5,1,1,1,Python,Freelance,Instagram,IoT Project,35510,490,20,8,3,36,61,2,8,6,6,Low,Irregular,High,Struggling Learner
STU-0424,23,Female,Kiambu,Robotics,Diploma,Online,Diploma,Student,Partial Scholarship,Laptop,Good,0.4,10,49,19,1,54,23,10,0,16,2,JavaScript,Get a tech job,Google Search,Design Prototype,16794,13206,0,10,4,42,45,6,7,2,3,Medium,Irregular,Medium,Struggling Learner
STU-0425,41,Female,Nairobi,AI & Machine Learning,Diploma,Online,Diploma,Self-employed,Partial Scholarship,Laptop,Average,0.9,9,66,13,6,60,58,1,11,31,5,C++,Upskill current job,Referral,Web App,15625,14375,0,10,2,72,63,9,2,7,8,High,Moderate,Medium,Career Switcher
STU-0426,25,Female,Eldoret,Data Science,Certificate,Physical,Diploma,Employed,Full Payment,Laptop,Good,0,11,68,11,2,56,60,19,2,9,2,Java,Academic research,School Visit,Web App,17876,12124,0,16,1,100,66,1,6,4,9,Low,Moderate,Low,Casual Learner
STU-0427,42,Male,Machakos,Mobile App Development,Certificate,Hybrid,Postgraduate,Employed,Full Payment,Laptop,Average,2.6,12,49,12,6,49,66,40,5,13,2,JavaScript,Freelance,Google Search,Data Dashboard,14563,15437,50,5,4,33,55,7,1,7,1,Low,Irregular,Low,Casual Learner
STU-0428,24,Male,Eldoret,Blockchain Development,Bootcamp,Physical,Postgraduate,Employed,Full Payment,Laptop,Average,2.3,35,82,15,3,88,80,17,7,66,8,C++,Academic research,WhatsApp,IoT Project,33877,26123,20,1,5,88,81,5,9,9,5,Very High,Consistent,Low,High Performer
STU-0429,36,Male,Eldoret,Blockchain Development,Bootcamp,Online,Postgraduate,Self-employed,Installments,Laptop,Poor,0,17,92,11,5,64,70,33,10,56,2,C++,Freelance,TikTok,Blockchain App,12077,32923,50,10,3,57,79,5,10,8,4,High,Consistent,Medium,Career Switcher
STU-0430,39,Female,Kisumu,Full Stack JavaScript,Bootcamp,Hybrid,Diploma,Student,Sponsored,Smartphone,Good,0,20,70,16,3,75,95,34,5,93,4,Kotlin,Get a tech job,Referral,Mobile App,23178,14322,50,3,9,23,80,10,2,9,2,High,Moderate,Medium,Practical Builder
STU-0431,32,Female,Meru,Mobile App Development,Certificate,Physical,Degree,Unemployed,Full Payment,Laptop,Average,3.4,7,45,11,1,27,28,35,8,11,0,Python,Freelance,School Visit,Blockchain App,19286,76714,20,18,0,39,30,2,7,2,1,Low,Irregular,Medium,Struggling Learner
STU-0432,26,Female,Kisumu,Mobile App Development,Certificate,Online,Degree,Self-employed,Partial Scholarship,Laptop,Good,1.3,17,70,16,0,80,82,6,3,56,6,Java,Get a tech job,Referral,Mobile App,41849,3151,0,0,5,113,79,4,4,10,10,Medium,Moderate,Medium,Practical Builder
STU-0433,30,Female,Eldoret,Mobile App Development,Certificate,Online,High School,Student,Installments,Laptop,Average,3.6,4,62,7,7,53,73,32,9,48,4,C++,Upskill current job,TikTok,Design Prototype,79297,40703,0,16,5,54,71,10,4,7,3,Medium,Moderate,Medium,Casual Learner
STU-0434,23,Male,Machakos,Cloud Computing,Certificate,Physical,Degree,Employed,Sponsored,Smartphone,Average,0,8,75,7,7,54,78,27,11,17,4,Java,Upskill current job,TikTok,Mobile App,20772,24228,0,10,4,62,80,2,7,7,6,High,Moderate,Medium,Career Switcher
STU-0435,35,Male,Nairobi,Cybersecurity,Certificate,Hybrid,Degree,Student,Sponsored,Laptop,Excellent,3.3,18,98,10,3,83,92,26,4,83,5,C++,Build startup,Instagram,IoT Project,16954,7046,20,1,11,26,100,2,4,7,10,Very High,Consistent,Low,High Performer
STU-0436,30,Male,Kisumu,Robotics,Diploma,Online,Diploma,Student,Full Payment,Laptop,Good,2.7,19,96,12,2,92,89,17,8,90,4,JavaScript,Build startup,TikTok,Design Prototype,8599,36401,0,1,8,109,83,9,9,8,7,High,Consistent,Low,High Performer
STU-0437,28,Female,Eldoret,Blockchain Development,Bootcamp,Online,Diploma,Student,Sponsored,Laptop,Good,5.4,25,96,20,1,91,93,38,9,146,7,Python,Build startup,Referral,IoT Project,25864,19136,50,3,13,96,97,5,9,10,3,Very High,Consistent,Low,High Performer
STU-0438,26,Male,Nyeri,Full Stack JavaScript,Bootcamp,Hybrid,Postgraduate,Unemployed,Installments,Laptop,Average,2.5,7,72,5,7,49,59,28,4,60,2,Python,Build startup,TikTok,Blockchain App,37757,37243,0,12,4,67,68,8,8,6,4,Low,Moderate,Low,Casual Learner
STU-0439,26,Female,Nairobi,Data Science,Certificate,Physical,Postgraduate,Unemployed,Full Payment,Laptop,Good,1.1,21,90,8,2,54,72,45,8,57,2,Java,Academic research,Google Search,AI Model,31866,28134,0,5,6,39,72,1,9,6,9,Medium,Consistent,Low,Career Switcher
STU-0440,27,Female,Machakos,Blockchain Development,Bootcamp,Online,High School,Unemployed,Sponsored,Laptop,Good,1.4,12,77,9,2,44,75,12,1,14,4,JavaScript,Build startup,Google Search,IoT Project,4808,25192,0,13,6,83,78,5,7,5,1,Medium,Moderate,Medium,Casual Learner
STU-0441,30,Male,Kajiado,Cybersecurity,Certificate,Physical,Degree,Employed,Full Payment,Laptop,Excellent,1.3,30,87,19,1,96,93,16,9,74,3,Dart,Build startup,TikTok,Design Prototype,24388,38611,30,3,10,76,97,6,6,9,10,Very High,Consistent,Low,High Performer
STU-0442,30,Female,Nakuru,Software Engineering,Diploma,Online,Degree,Unemployed,Partial Scholarship,Smartphone,Poor,3.1,8,51,16,3,49,62,25,6,19,2,C++,Get a tech job,Event,AI Model,77453,3547,10,10,4,77,57,5,2,5,3,Low,Irregular,Low,Casual Learner
STU-0443,30,Female,Kajiado,Software Engineering,Diploma,Online,Postgraduate,Student,Installments,Laptop,Average,0,14,73,8,9,75,77,20,9,45,3,Python,Build startup,Referral,Web App,18513,17487,20,4,6,53,67,2,2,6,1,Medium,Moderate,Medium,Career Switcher
STU-0444,22,Male,Mombasa,Robotics,Diploma,Online,Degree,Self-employed,Installments,Laptop,Average,1.9,13,66,16,0,73,72,17,9,35,6,Java,Build startup,WhatsApp,Design Prototype,17961,9039,10,0,6,42,78,9,2,8,3,Medium,Moderate,Medium,Practical Builder
STU-0445,20,Female,Nyeri,UI/UX Design,Certificate,Online,Degree,Student,Installments,Laptop,Average,0,12,78,8,11,75,76,9,0,45,3,Python,Freelance,Event,AI Model,20769,54231,0,6,3,15,68,10,2,7,2,Medium,Moderate,Medium,Career Switcher
STU-0446,35,Male,Kisii,Full Stack JavaScript,Bootcamp,Physical,Postgraduate,Student,Partial Scholarship,Desktop,Good,1.8,8,58,7,0,70,65,2,13,7,3,Java,Upskill current job,TikTok,Design Prototype,88145,19855,10,8,4,114,59,7,3,8,8,Low,Moderate,Medium,Casual Learner
STU-0447,40,Female,Kakamega,Full Stack JavaScript,Bootcamp,Online,Diploma,Student,Partial Scholarship,Laptop,Average,3.9,11,69,14,0,62,86,0,10,107,5,Dart,Build startup,TikTok,Mobile App,21757,5243,10,4,6,51,78,10,6,8,1,Very High,Moderate,Low,Practical Builder
STU-0448,38,Female,Meru,Full Stack JavaScript,Bootcamp,Physical,Diploma,Unemployed,Sponsored,Desktop,Poor,3.1,17,78,13,6,84,79,29,14,20,3,C++,Get a tech job,Event,Mobile App,15187,25313,10,6,2,118,87,10,4,9,10,High,Moderate,Low,Career Switcher
STU-0449,25,Female,Nakuru,Blockchain Development,Bootcamp,Online,Diploma,Student,Full Payment,Tablet,Average,1.9,24,99,17,1,92,91,34,10,49,7,C++,Build startup,Referral,Blockchain App,36078,83922,0,2,14,75,94,2,4,10,9,High,Consistent,Low,High Performer
STU-0450,19,Female,Kakamega,Cloud Computing,Certificate,Online,Postgraduate,Student,Full Payment,Smartphone,Good,1.5,25,90,19,1,88,83,19,8,154,4,Java,Build startup,Referral,Design Prototype,6182,23818,0,1,10,93,94,2,2,8,2,High,Consistent,Low,High Performer
STU-0451,27,Male,Meru,Robotics,Diploma,Hybrid,Postgraduate,Student,Installments,Laptop,Good,1.1,22,99,8,8,83,78,44,8,67,3,Kotlin,Build startup,TikTok,Mobile App,62713,12287,0,1,7,29,93,6,1,9,7,Very High,Consistent,Low,High Performer
STU-0452,37,Female,Nyeri,Blockchain Development,Bootcamp,Hybrid,High School,Employed,Partial Scholarship,Smartphone,Good,2.0,8,49,14,0,40,43,42,14,12,0,Dart,Academic research,School Visit,Design Prototype,25997,4003,0,8,3,52,46,7,1,5,8,Low,Irregular,Medium,Struggling Learner
STU-0453,35,Male,Eldoret,Data Science,Certificate,Physical,Degree,Student,Installments,Laptop,Good,1.0,12,62,13,5,56,53,26,1,53,2,Java,Freelance,TikTok,Blockchain App,12916,62084,0,5,8,72,59,2,8,6,5,High,Moderate,Low,Career Switcher
STU-0454,21,Male,Machakos,Data Science,Certificate,Online,Degree,Self-employed,Installments,Laptop,Good,2.6,5,59,16,0,43,53,19,14,24,1,Dart,Get a tech job,Referral,Data Dashboard,10357,34643,0,12,5,117,59,2,6,5,1,Medium,Moderate,Low,Casual Learner
STU-0455,32,Female,Kajiado,Software Engineering,Diploma,Physical,Degree,Employed,Installments,Laptop,Good,2.2,13,51,5,8,41,60,36,12,18,2,Kotlin,Build startup,Event,IoT Project,50345,24655,0,8,6,98,51,8,9,5,1,Low,Irregular,Medium,Casual Learner
STU-0456,28,Male,Kajiado,Mobile App Development,Certificate,Hybrid,Postgraduate,Self-employed,Installments,Laptop,Excellent,1.9,8,76,8,10,40,48,15,2,30,2,JavaScript,Freelance,Referral,IoT Project,28405,79595,10,11,6,96,53,4,4,3,2,Low,Moderate,Low,Casual Learner
STU-0457,37,Male,Kisii,Software Engineering,Diploma,Online,High School,Unemployed,Full Payment,Laptop,Poor,1.1,13,86,13,5,74,83,12,13,50,4,Kotlin,Build startup,Referral,Design Prototype,4577,25423,0,4,8,90,82,8,8,8,7,Medium,Consistent,Low,Career Switcher
STU-0458,40,Female,Meru,Software Engineering,Diploma,Online,Postgraduate,Student,Partial Scholarship,Laptop,Average,0,1,55,12,7,53,24,24,4,29,1,JavaScript,Academic research,School Visit,Blockchain App,17735,13764,30,16,1,25,44,4,8,3,1,Medium,Moderate,Medium,Struggling Learner
STU-0459,20,Female,Kisii,AI & Machine Learning,Diploma,Physical,Degree,Student,Installments,Desktop,Good,1.5,2,40,5,4,38,36,1,5,15,2,C++,Freelance,WhatsApp,Design Prototype,23194,51806,0,24,4,103,45,7,10,4,1,Low,Irregular,High,Struggling Learner
STU-0460,25,Female,Nyeri,Cloud Computing,Certificate,Online,Postgraduate,Self-employed,Full Payment,Laptop,Average,1.2,11,75,14,0,66,85,44,1,127,3,C++,Get a tech job,Referral,Blockchain App,20270,20230,10,5,10,18,88,3,4,9,1,Medium,Moderate,Medium,Practical Builder
STU-0461,31,Male,Kisumu,UI/UX Design,Certificate,Hybrid,Diploma,Self-employed,Full Payment,Laptop,Excellent,0,11,58,19,1,45,55,34,2,20,1,JavaScript,Academic research,Instagram,Web App,17344,12656,0,5,3,89,46,8,4,7,6,Low,Moderate,Low,Casual Learner
STU-0462,39,Female,Machakos,Cloud Computing,Certificate,Hybrid,Diploma,Student,Sponsored,Smartphone,Good,3.8,7,56,8,4,50,52,29,0,52,1,JavaScript,Freelance,WhatsApp,Design Prototype,19433,1567,30,8,2,89,58,4,10,5,1,Low,Moderate,Low,Casual Learner
STU-0463,38,Female,Mombasa,Mobile App Development,Certificate,Hybrid,Diploma,Unemployed,Installments,Laptop,Poor,2.7,2,35,12,8,33,24,45,8,9,1,Dart,Academic research,TikTok,Data Dashboard,22446,54,50,10,3,118,36,10,10,3,8,Low,Irregular,Medium,Struggling Learner
STU-0464,22,Female,Nakuru,Cloud Computing,Certificate,Online,Diploma,Student,Full Payment,Laptop,Good,3.9,2,62,15,5,27,28,37,11,3,0,Python,Academic research,Event,IoT Project,5792,16708,50,30,4,99,39,1,9,2,9,Low,Moderate,High,Struggling Learner
STU-0465,19,Male,Meru,UI/UX Design,Certificate,Physical,Degree,Student,Installments,Laptop,Poor,2.1,11,68,7,11,64,55,20,7,81,2,Python,Get a tech job,Referral,AI Model,10727,4273,50,10,5,26,60,6,1,4,1,Medium,Moderate,Medium,Career Switcher
